station,lat,lon,date,groundtruth_no2,tropospheric_no2,population_density,night_light,u10,v10,wind_speed,temperature_2m_C,surface_pressure_hPa,BLH,total_cloud_cover
NSIT DWARKA,28.60909,77.0325413,2024-01-24,33.00333333,0.0001765792691,22871.2158203125,28.020000457763672,0.3459392786026001,-1.548285166422526,1.5864617679112587,12.672633743286156,993.9633919270832,254.4195925130884,0.1651898493286979
NSIT DWARKA,28.60909,77.0325413,2024-01-25,25.74478261,0.0003683535615,22871.2158203125,28.020000457763672,-0.0555686950683593,-0.7961266835530599,0.7980636416582291,12.09527486165365,995.71259765625,194.6327051819608,0.6713897998896872
NSIT DWARKA,28.60909,77.0325413,2024-01-26,34.64,0.0001539199002,22871.2158203125,28.020000457763672,0.6941242218017578,-0.9927921295166016,1.2113812974130005,13.032374954223656,996.4659456380208,227.42912925625245,0.5921449619210112
NSIT DWARKA,28.60909,77.0325413,2024-01-27,31.29875,6.53e-05,22871.2158203125,28.020000457763672,2.3244101206461587,-1.0402098894119265,2.546550416346133,14.080892181396507,994.2770930989584,221.8003910428756,0.1861571852596963
NSIT DWARKA,28.60909,77.0325413,2024-01-28,32.50083333,,22871.2158203125,28.020000457763672,-2.052025477091471,0.4105847676595052,2.092698834057708,14.502032216389978,993.1229654947916,213.39200493903576,0.7074810308539522
NSIT DWARKA,28.60909,77.0325413,2024-01-29,26.86666667,0.0002577168634,22871.2158203125,28.020000457763672,-0.6222326755523682,-0.2864376703898112,0.6849963806790521,15.28168894449874,992.8100846354168,234.5524754187873,0.0798023626115559
NSIT DWARKA,28.60909,77.0325413,2024-01-30,27.66416667,,22871.2158203125,28.020000457763672,0.1559213002522786,-0.6719996134440104,0.6898513842424763,15.07683143615725,992.1010709635416,205.27807098008785,0.4827124733647865
NSIT DWARKA,28.60909,77.0325413,2024-01-31,34.29791667,,22871.2158203125,28.020000457763672,-1.8055076599121087,0.6825822194417318,1.9302270323201107,15.242474492390954,990.7707112630208,289.02472075782873,0.6357021077045267
NSIT DWARKA,28.60909,77.0325413,2024-02-01,32.15958333,,22871.2158203125,45.560001373291016,-2.336867411931356,1.560241421063741,2.8098581090421195,15.922212219238304,991.7404964192708,419.99360321171554,0.2575160358951299
NSIT DWARKA,28.60909,77.0325413,2024-02-02,22.28166667,,22871.2158203125,45.560001373291016,1.956717014312744,-1.7280165751775105,2.610513887760261,13.599482472737634,994.3307942708332,269.305849194032,0.2818001727592895
